state,district,total_enrolments,total_biometric_updates,total_demographic_updates,biometric_update_ratio,demographic_update_ratio,service_stress_score,stress_category
Dadra And Nagar Haveli And Daman And Diu,Diu,22.0,33.0,364.0,1.5,16.545454545454547,9.022727272727273,Very High (Priority Intervention)
Daman & Diu,Daman,9.0,1412.0,377.0,156.88888888888889,41.888888888888886,99.38888888888889,Very High (Priority Intervention)
Daman & Diu,Diu,12.0,773.0,267.0,64.41666666666667,22.25,43.333333333333336,Very High (Priority Intervention)
Daman And Diu,Daman,58.0,4033.0,1104.0,69.53448275862068,19.03448275862069,44.28448275862068,Very High (Priority Intervention)
Daman And Diu,Diu,62.0,2730.0,448.0,44.03225806451613,7.225806451612903,25.629032258064516,Very High (Priority Intervention)
Delhi,Central Delhi,3947.0,54060.0,49047.0,13.696478337978212,12.426399797314415,13.061439067646313,Very High (Priority Intervention)
Delhi,East Delhi,10736.0,122805.0,187061.0,11.438617734724293,17.423714605067065,14.431166169895679,Very High (Priority Intervention)
Delhi,Najafgarh,30.0,845.0,195.0,28.166666666666668,6.5,17.333333333333336,Very High (Priority Intervention)
Delhi,New Delhi,1637.0,4563.0,4061.0,2.7874160048869885,2.4807574832009776,2.634086744043983,Very High (Priority Intervention)
Delhi,North Delhi,4459.0,60830.0,86900.0,13.642072213500786,19.48867459071541,16.565373402108097,Very High (Priority Intervention)
Delhi,North East,1738.0,46620.0,11827.0,26.823935558112773,6.804948216340621,16.814441887226696,Very High (Priority Intervention)
Delhi,North East   *,2.0,0.0,0.0,0.0,0.0,0.0,Low (Stable Region)
Delhi,North East Delhi,12113.0,143096.0,141148.0,11.813423594485263,11.652604639643359,11.733014117064311,Very High (Priority Intervention)
Delhi,North West Delhi,16043.0,325293.0,313989.0,20.276319890294833,19.571713519915228,19.924016705105032,Very High (Priority Intervention)
Delhi,Shahdara,1700.0,7963.0,28544.0,4.684117647058824,16.790588235294116,10.73735294117647,Very High (Priority Intervention)
Delhi,South Delhi,13395.0,222936.0,213489.0,16.64322508398656,15.937961926091825,16.290593505039194,Very High (Priority Intervention)
Delhi,South East Delhi,60.0,582.0,1169.0,9.7,19.483333333333334,14.591666666666667,Very High (Priority Intervention)
Delhi,South West Delhi,9255.0,141527.0,169699.0,15.291950297136683,18.33592652620205,16.81393841166937,Very High (Priority Intervention)
Delhi,West Delhi,19414.0,173242.0,231805.0,8.923560317296797,11.940094776965077,10.431827547130936,Very High (Priority Intervention)
Goa,Bardez,2.0,40.0,31.0,20.0,15.5,17.75,Very High (Priority Intervention)
Goa,North Goa,1354.0,37771.0,18843.0,27.89586410635155,13.916543574593796,20.90620384047267,Very High (Priority Intervention)
Goa,South Goa,977.0,30584.0,16238.0,31.30399181166837,16.62026612077789,23.962128966223133,Very High (Priority Intervention)
Gujarat,Ahmadabad,6667.0,15682.0,7760.0,2.352182390880456,1.1639418029098545,1.7580620968951552,Very High (Priority Intervention)
Gujarat,Ahmedabad,19130.0,405490.0,267884.0,21.196549921589128,14.00334553058024,17.599947726084686,Very High (Priority Intervention)
Gujarat,Amreli,4293.0,68514.0,27888.0,15.95946890286513,6.496156533892383,11.227812718378756,Very High (Priority Intervention)
Gujarat,Anand,6980.0,113695.0,39149.0,16.28868194842407,5.608739255014327,10.948710601719199,Very High (Priority Intervention)
Gujarat,Arvalli,2391.0,29669.0,8096.0,12.4086156419908,3.386030949393559,7.897323295692179,Very High (Priority Intervention)
Gujarat,Banas Kantha,13498.0,547.0,473.0,0.04052452215142984,0.03504222847829308,0.037783375314861464,Low (Stable Region)
Gujarat,Banaskantha,17360.0,151757.0,75207.0,8.74176267281106,4.332200460829493,6.536981566820277,Very High (Priority Intervention)
Gujarat,Bharuch,4351.0,76378.0,49806.0,17.554125488393474,11.447023672718915,14.500574580556194,Very High (Priority Intervention)
Gujarat,Bhavnagar,10174.0,141152.0,57862.0,13.873795950461961,5.687241989384706,9.780518969923333,Very High (Priority Intervention)
Gujarat,Botad,2947.0,16256.0,7545.0,5.516118086189345,2.5602307431286055,4.038174414658975,Very High (Priority Intervention)
Gujarat,Chhotaudepur,4107.0,33802.0,9631.0,8.230338446554663,2.345020696372048,5.2876795714633555,Very High (Priority Intervention)
Gujarat,Dahod,10509.0,115675.0,35936.0,11.007231896469692,3.419545151774669,7.2133885241221805,Very High (Priority Intervention)
Gujarat,Dang,872.0,0.0,0.0,0.0,0.0,0.0,Low (Stable Region)
Gujarat,Devbhumi Dwarka,2490.0,25464.0,6586.0,10.226506024096386,2.6449799196787147,6.43574297188755,Very High (Priority Intervention)
Gujarat,Dohad,13003.0,15716.0,5212.0,1.2086441590402215,0.40083057755902485,0.8047373682996232,High (Service Stress)
Gujarat,Gandhinagar,5650.0,76564.0,64588.0,13.551150442477876,11.431504424778762,12.491327433628319,Very High (Priority Intervention)
Gujarat,Gir Somnath,5723.0,36766.0,12066.0,6.424253014153416,2.108334789446095,4.266293901799756,Very High (Priority Intervention)
Gujarat,Jamnagar,6078.0,81102.0,45719.0,13.343534057255676,7.5220467258966766,10.432790391576177,Very High (Priority Intervention)
Gujarat,Junagadh,5536.0,102672.0,38045.0,18.546242774566473,6.872290462427745,12.709266618497109,Very High (Priority Intervention)
Gujarat,Kachchh,9302.0,123961.0,66789.0,13.326273919587186,7.180068802408084,10.253171360997635,Very High (Priority Intervention)
Gujarat,Kheda,7567.0,117161.0,52619.0,15.483150522003436,6.953746530989824,11.21844852649663,Very High (Priority Intervention)
Gujarat,Mahesana,6490.0,99913.0,50217.0,15.394915254237288,7.737596302003082,11.566255778120185,Very High (Priority Intervention)
Gujarat,Mahisagar,2563.0,30952.0,7507.0,12.076472883339836,2.9289894654701523,7.502731174404994,Very High (Priority Intervention)
Gujarat,Morbi,8004.0,31879.0,19799.0,3.9828835582208897,2.4736381809095453,3.2282608695652177,Very High (Priority Intervention)
Gujarat,Narmada,1280.0,39198.0,14757.0,30.6234375,11.52890625,21.076171875,Very High (Priority Intervention)
Gujarat,Navsari,2757.0,45552.0,29602.0,16.522306855277474,10.737033006891549,13.62966993108451,Very High (Priority Intervention)
Gujarat,Panch Mahals,1402.0,327.0,417.0,0.2332382310984308,0.29743223965763194,0.2653352353780314,Medium (Moderate Mobility)
Gujarat,Panchmahals,6279.0,104768.0,32470.0,16.685459468068164,5.171205605988215,10.92833253702819,Very High (Priority Intervention)
Gujarat,Patan,8967.0,73949.0,29559.0,8.246793799487008,3.296420207427233,5.77160700345712,Very High (Priority Intervention)
Gujarat,Porbandar,2519.0,30985.0,14623.0,12.300516077808654,5.805081381500595,9.052798729654624,Very High (Priority Intervention)
Gujarat,Rajkot,17070.0,168711.0,137600.0,9.88347978910369,8.060925600468659,8.972202694786175,Very High (Priority Intervention)
Gujarat,Sabar Kantha,2437.0,617.0,643.0,0.2531801395157981,0.26384899466557243,0.25851456709068527,Medium (Moderate Mobility)
Gujarat,Sabarkantha,5115.0,90387.0,43877.0,17.670967741935485,8.578103616813294,13.12453567937439,Very High (Priority Intervention)
Gujarat,Surat,25469.0,281599.0,357582.0,11.0565393223134,14.039891632965565,12.548215477639483,Very High (Priority Intervention)
Gujarat,Surendra Nagar,6855.0,95711.0,38759.0,13.96221735959154,5.654121079504011,9.808169219547775,Very High (Priority Intervention)
Gujarat,Surendranagar,1442.0,527.0,913.0,0.3654646324549237,0.6331484049930652,0.49930651872399445,Medium (Moderate Mobility)
Gujarat,Tapi,2212.0,40025.0,12190.0,18.094484629294755,5.510849909584087,11.802667269439421,Very High (Priority Intervention)
Gujarat,The Dangs,1328.0,27950.0,6581.0,21.04668674698795,4.955572289156627,13.00112951807229,Very High (Priority Intervention)
Gujarat,Vadodara,12284.0,201417.0,100027.0,16.396694887658743,8.142868772386844,12.269781830022794,Very High (Priority Intervention)
Gujarat,Valsad,7448.0,84024.0,48343.0,11.28141783029001,6.490735767991407,8.886076799140708,Very High (Priority Intervention)
Haryana,Ambala,3218.0,72756.0,33242.0,22.609073958980733,10.330018645121193,16.469546302050965,Very High (Priority Intervention)
Haryana,Bhiwani,3489.0,95625.0,34280.0,27.40756663800516,9.825164803668674,18.616365720836917,Very High (Priority Intervention)
Haryana,Charkhi Dadri,858.0,9788.0,12095.0,11.407925407925408,14.096736596736596,12.752331002331001,Very High (Priority Intervention)
Haryana,Faridabad,16155.0,118951.0,160555.0,7.363107397090684,9.938409161250387,8.650758279170535,Very High (Priority Intervention)
Haryana,Fatehabad,2612.0,69794.0,41970.0,26.72052067381317,16.068147013782543,21.394333843797856,Very High (Priority Intervention)
Haryana,Gurgaon,6861.0,70791.0,119213.0,10.317883690424136,17.375455472963125,13.84666958169363,Very High (Priority Intervention)
Haryana,Gurugram,2636.0,0.0,0.0,0.0,0.0,0.0,Low (Stable Region)
Haryana,Hisar,5234.0,115867.0,63206.0,22.137371035536873,12.0760412686282,17.106706152082538,Very High (Priority Intervention)
Haryana,Jhajjar,2624.0,56639.0,32384.0,21.584984756097562,12.341463414634147,16.963224085365855,Very High (Priority Intervention)
Haryana,Jhajjar *,1.0,0.0,0.0,0.0,0.0,0.0,Low (Stable Region)
Haryana,Jind,3821.0,91268.0,44013.0,23.885893745092908,11.518712378958387,17.70230306202565,Very High (Priority Intervention)
Haryana,Kaithal,2991.0,79936.0,39974.0,26.7255098629221,13.364760949515212,20.045135406218655,Very High (Priority Intervention)
Haryana,Karnal,4048.0,94019.0,49131.0,23.226037549407113,12.137104743083004,17.68157114624506,Very High (Priority Intervention)
Haryana,Kurukshetra,2404.0,69992.0,28709.0,29.114808652246257,11.942179700499167,20.52849417637271,Very High (Priority Intervention)
Haryana,Mahendragarh,2754.0,48832.0,28534.0,17.73129992737836,10.360929557007989,14.046114742193174,Very High (Priority Intervention)
Haryana,Mewat,7558.0,68325.0,66667.0,9.04008997089177,8.820719767134163,8.930404869012968,Very High (Priority Intervention)
Haryana,Nuh,1506.0,0.0,0.0,0.0,0.0,0.0,Low (Stable Region)
Haryana,Palwal,4703.0,58697.0,68968.0,12.48075696364023,14.66468211779715,13.57271954071869,Very High (Priority Intervention)
Haryana,Panchkula,1384.0,37369.0,34418.0,27.0007225433526,24.86849710982659,25.934609826589593,Very High (Priority Intervention)
Haryana,Panipat,6088.0,79773.0,69084.0,13.103318002628122,11.347568988173457,12.22544349540079,Very High (Priority Intervention)
Haryana,Rewari,2485.0,49732.0,44031.0,20.01287726358149,17.718712273641852,18.86579476861167,Very High (Priority Intervention)
Haryana,Rohtak,3413.0,75970.0,26531.0,22.25900966891298,7.773513038382655,15.016261353647817,Very High (Priority Intervention)
Haryana,Sirsa,3335.0,97066.0,55162.0,29.105247376311844,16.54032983508246,22.822788605697152,Very High (Priority Intervention)
Haryana,Sonipat,4619.0,84653.0,60664.0,18.32712708378437,13.133578696687595,15.73035289023598,Very High (Priority Intervention)
Haryana,Yamuna Nagar,3396.0,88728.0,52881.0,26.127208480565372,15.571554770318022,20.849381625441698,Very High (Priority Intervention)
Haryana,Yamunanagar,59.0,882.0,428.0,14.94915254237288,7.254237288135593,11.101694915254237,Very High (Priority Intervention)
Himachal Pradesh,Bilaspur,999.0,21906.0,6760.0,21.92792792792793,6.766766766766767,14.347347347347348,Very High (Priority Intervention)
Himachal Pradesh,Chamba,1657.0,33842.0,19658.0,20.423657211828605,11.863608931804466,16.143633071816534,Very High (Priority Intervention)
Himachal Pradesh,Hamirpur,1198.0,23819.0,7320.0,19.882303839732888,6.110183639398998,12.996243739565942,Very High (Priority Intervention)
Himachal Pradesh,Kangra,3966.0,89913.0,34127.0,22.670953101361572,8.60489157841654,15.637922339889055,Very High (Priority Intervention)
Himachal Pradesh,Kinnaur,163.0,4467.0,1169.0,27.404907975460123,7.171779141104294,17.288343558282207,Very High (Priority Intervention)
Himachal Pradesh,Kullu,1239.0,21248.0,9602.0,17.149313962873286,7.749798224374495,12.44955609362389,Very High (Priority Intervention)
Himachal Pradesh,Lahaul And Spiti,3.0,47.0,59.0,15.666666666666666,19.666666666666668,17.666666666666668,Very High (Priority Intervention)
Himachal Pradesh,Lahul & Spiti,38.0,595.0,277.0,15.657894736842104,7.2894736842105265,11.473684210526315,Very High (Priority Intervention)
Himachal Pradesh,Lahul And Spiti,32.0,765.0,233.0,23.90625,7.28125,15.59375,Very High (Priority Intervention)
Himachal Pradesh,Mandi,2514.0,63334.0,16305.0,25.19252187748608,6.485680190930788,15.839101034208433,Very High (Priority Intervention)
Himachal Pradesh,Shimla,1670.0,39727.0,15742.0,23.78862275449102,9.426347305389221,16.607485029940122,Very High (Priority Intervention)
Himachal Pradesh,Sirmaur,1584.0,31453.0,19418.0,19.85669191919192,12.258838383838384,16.057765151515152,Very High (Priority Intervention)
Himachal Pradesh,Solan,1176.0,33569.0,8983.0,28.545068027210885,7.63860544217687,18.091836734693878,Very High (Priority Intervention)
Himachal Pradesh,Una,1247.0,31549.0,9561.0,25.299919807538092,7.6672012830793905,16.48356054530874,Very High (Priority Intervention)
Jammu & Kashmir,Anantnag,4.0,7.0,11.0,1.75,2.75,2.25,Very High (Priority Intervention)
Jammu & Kashmir,Badgam,2.0,10.0,5.0,5.0,2.5,3.75,Very High (Priority Intervention)
Jammu & Kashmir,Bandipur,2.0,1.0,0.0,0.5,0.0,0.25,Medium (Moderate Mobility)
Jammu & Kashmir,Baramula,47.0,69.0,105.0,1.4680851063829787,2.234042553191489,1.851063829787234,Very High (Priority Intervention)
Jammu & Kashmir,Doda,2.0,4.0,5.0,2.0,2.5,2.25,Very High (Priority Intervention)
Jammu & Kashmir,Jammu,62.0,232.0,193.0,3.7419354838709675,3.1129032258064515,3.4274193548387095,Very High (Priority Intervention)
Jammu & Kashmir,Kargil,4.0,2.0,11.0,0.5,2.75,1.625,Very High (Priority Intervention)
Jammu & Kashmir,Kathua,8.0,47.0,48.0,5.875,6.0,5.9375,Very High (Priority Intervention)
Jammu & Kashmir,Kupwara,9.0,3.0,7.0,0.3333333333333333,0.7777777777777778,0.5555555555555556,High (Service Stress)
Jammu & Kashmir,Leh (Ladakh),3.0,11.0,7.0,3.6666666666666665,2.3333333333333335,3.0,Very High (Priority Intervention)
Jammu & Kashmir,Pulwama,4.0,2.0,1.0,0.5,0.25,0.375,Medium (Moderate Mobility)
Jammu & Kashmir,Punch,1.0,5.0,5.0,5.0,5.0,5.0,Very High (Priority Intervention)
Jammu & Kashmir,Rajauri,2.0,12.0,15.0,6.0,7.5,6.75,Very High (Priority Intervention)
Jammu & Kashmir,Srinagar,3.0,16.0,10.0,5.333333333333333,3.3333333333333335,4.333333333333333,Very High (Priority Intervention)
Jammu & Kashmir,Udhampur,2.0,8.0,3.0,4.0,1.5,2.75,Very High (Priority Intervention)
Jammu And Kashmir,Anantnag,3350.0,47562.0,35555.0,14.197611940298508,10.613432835820895,12.405522388059701,Very High (Priority Intervention)
Jammu And Kashmir,Badgam,1865.0,14131.0,12114.0,7.5769436997319035,6.4954423592493296,7.036193029490617,Very High (Priority Intervention)
Jammu And Kashmir,Bandipore,1639.0,20373.0,15894.0,12.430140329469188,9.697376449054302,11.063758389261745,Very High (Priority Intervention)
Jammu And Kashmir,Baramula,3747.0,61866.0,36690.0,16.510808646917535,9.791833466773419,13.151321056845477,Very High (Priority Intervention)
Jammu And Kashmir,Budgam,859.0,23111.0,18622.0,26.904540162980208,21.678696158323632,24.29161816065192,Very High (Priority Intervention)
Jammu And Kashmir,Doda,4502.0,36775.0,11372.0,8.168591737005775,2.5259884495779654,5.34729009329187,Very High (Priority Intervention)
Jammu And Kashmir,Ganderbal,843.0,13696.0,7529.0,16.246737841043892,8.931198102016607,12.588967971530248,Very High (Priority Intervention)
Jammu And Kashmir,Jammu,4558.0,98567.0,34923.0,21.625054848617815,7.661913119789381,14.643483984203598,Very High (Priority Intervention)
Jammu And Kashmir,Kargil,526.0,2921.0,2045.0,5.553231939163498,3.887832699619772,4.720532319391635,Very High (Priority Intervention)
Jammu And Kashmir,Kathua,2954.0,40116.0,20430.0,13.58023019634394,6.916046039268788,10.248138117806365,Very High (Priority Intervention)
Jammu And Kashmir,Kishtwar,1269.0,20920.0,5868.0,16.48542159180457,4.624113475177305,10.554767533490939,Very High (Priority Intervention)
Jammu And Kashmir,Kulgam,1211.0,25744.0,12407.0,21.258464079273327,10.24525185796862,15.751857968620975,Very High (Priority Intervention)
Jammu And Kashmir,Kupwara,2875.0,49757.0,45130.0,17.306782608695652,15.697391304347827,16.50208695652174,Very High (Priority Intervention)
Jammu And Kashmir,Leh,206.0,2564.0,1427.0,12.446601941747574,6.927184466019417,9.686893203883496,Very High (Priority Intervention)
Jammu And Kashmir,Pulwama,1871.0,32830.0,21486.0,17.546766435061464,11.483698556921432,14.515232495991448,Very High (Priority Intervention)
Jammu And Kashmir,Punch,2629.0,46370.0,23435.0,17.637885127424877,8.914035755039938,13.275960441232407,Very High (Priority Intervention)
Jammu And Kashmir,Rajouri,2674.0,55736.0,15808.0,20.843679880329095,5.911742707554226,13.37771129394166,Very High (Priority Intervention)
Jammu And Kashmir,Ramban,1920.0,29877.0,7754.0,15.5609375,4.038541666666666,9.799739583333333,Very High (Priority Intervention)
Jammu And Kashmir,Reasi,1715.0,23240.0,8400.0,13.551020408163266,4.8979591836734695,9.224489795918368,Very High (Priority Intervention)
Jammu And Kashmir,Samba,588.0,11225.0,5120.0,19.09013605442177,8.70748299319728,13.898809523809526,Very High (Priority Intervention)
Jammu And Kashmir,Shopian,412.0,0.0,0.0,0.0,0.0,0.0,Low (Stable Region)
Jammu And Kashmir,Shupiyan,666.0,15529.0,8207.0,23.316816816816818,12.322822822822824,17.81981981981982,Very High (Priority Intervention)
Jammu And Kashmir,Srinagar,3256.0,72828.0,39706.0,22.367321867321866,12.194717444717444,17.281019656019655,Very High (Priority Intervention)
Jammu And Kashmir,Udhampur,2806.0,45478.0,16850.0,16.207412687099072,6.004989308624376,11.106200997861723,Very High (Priority Intervention)
Jharkhand,Bokaro,5800.0,108429.0,70673.0,18.694655172413793,12.185,15.439827586206896,Very High (Priority Intervention)
Jharkhand,Bokaro *,2.0,3.0,0.0,1.5,0.0,0.75,High (Service Stress)
Jharkhand,Chatra,6302.0,67692.0,47296.0,10.741351951761345,7.50491907331006,9.123135512535702,Very High (Priority Intervention)
Jharkhand,Deoghar,8324.0,67426.0,60060.0,8.100192215281115,7.21528111484863,7.657736665064872,Very High (Priority Intervention)
Jharkhand,Dhanbad,11031.0,151069.0,107797.0,13.694950593781162,9.772187471670746,11.733569032725953,Very High (Priority Intervention)
Jharkhand,Dumka,5825.0,76212.0,59658.0,13.083605150214593,10.241716738197425,11.66266094420601,Very High (Priority Intervention)
Jharkhand,East Singhbhum,8191.0,136106.0,60660.0,16.616530338176048,7.405689171041387,12.011109754608718,Very High (Priority Intervention)
Jharkhand,East Singhbum,1447.0,0.0,0.0,0.0,0.0,0.0,Low (Stable Region)
Jharkhand,Garhwa,6073.0,99458.0,40273.0,16.377078873703276,6.631483616005269,11.504281244854273,Very High (Priority Intervention)
Jharkhand,Garhwa *,381.0,5584.0,2116.0,14.656167979002625,5.553805774278215,10.104986876640421,Very High (Priority Intervention)
Jharkhand,Giridih,14303.0,110410.0,125671.0,7.719359574914353,8.786338530378242,8.252849052646297,Very High (Priority Intervention)
Jharkhand,Godda,5390.0,80934.0,57677.0,15.015584415584415,10.700742115027829,12.858163265306121,Very High (Priority Intervention)
Jharkhand,Gumla,6701.0,87878.0,46753.0,13.114162065363379,6.977018355469333,10.045590210416357,Very High (Priority Intervention)
Jharkhand,Hazaribag,566.0,7734.0,9726.0,13.664310954063604,17.18374558303887,15.424028268551236,Very High (Priority Intervention)
Jharkhand,Hazaribagh,6204.0,74932.0,66645.0,12.078014184397164,10.742263056092844,11.410138620245004,Very High (Priority Intervention)
Jharkhand,Jamtara,4450.0,39641.0,33003.0,8.908089887640449,7.416404494382022,8.162247191011236,Very High (Priority Intervention)
Jharkhand,Khunti,2644.0,42955.0,21421.0,16.24621785173979,8.101739788199698,12.173978819969744,Very High (Priority Intervention)
Jharkhand,Kodarma,310.0,4898.0,3003.0,15.8,9.687096774193549,12.743548387096775,Very High (Priority Intervention)
Jharkhand,Koderma,3222.0,38143.0,24185.0,11.838299193047796,7.5062073246430785,9.672253258845437,Very High (Priority Intervention)
Jharkhand,Latehar,2609.0,43463.0,38645.0,16.658873131467995,14.812188577999233,15.735530854733614,Very High (Priority Intervention)
Jharkhand,Lohardaga,2959.0,39196.0,17419.0,13.246367015883745,5.886786076377154,9.566576546130449,Very High (Priority Intervention)
Jharkhand,Pakaur,297.0,2484.0,3678.0,8.363636363636363,12.383838383838384,10.373737373737374,Very High (Priority Intervention)
Jharkhand,Pakur,6924.0,37287.0,45461.0,5.385181975736568,6.5657134604274985,5.975447718082034,Very High (Priority Intervention)
Jharkhand,Palamau,286.0,2634.0,3686.0,9.20979020979021,12.888111888111888,11.04895104895105,Very High (Priority Intervention)
Jharkhand,Palamu,8606.0,113041.0,114051.0,13.13513827562166,13.252498257029979,13.19381826632582,Very High (Priority Intervention)
Jharkhand,Pashchimi Singhbhum,599.0,14111.0,9157.0,23.557595993322202,15.287145242070117,19.42237061769616,Very High (Priority Intervention)
Jharkhand,Purbi Singhbhum,986.0,20559.0,4866.0,20.850912778904664,4.935091277890466,12.893002028397564,Very High (Priority Intervention)
Jharkhand,Ramgarh,2979.0,37237.0,35460.0,12.49983215844243,11.90332326283988,12.201577710641155,Very High (Priority Intervention)
Jharkhand,Ranchi,14265.0,177774.0,103653.0,12.462250262881177,7.266246056782334,9.864248159831757,Very High (Priority Intervention)
Jharkhand,Sahebganj,6321.0,64425.0,65749.0,10.192216421452303,10.401676949849707,10.296946685651005,Very High (Priority Intervention)
Jharkhand,Sahibganj,365.0,2097.0,2656.0,5.745205479452054,7.276712328767124,6.510958904109589,Very High (Priority Intervention)
Jharkhand,Seraikela-Kharsawan,4250.0,78588.0,34701.0,18.491294117647058,8.164941176470588,13.328117647058823,Very High (Priority Intervention)
Jharkhand,Simdega,2079.0,62711.0,26085.0,30.164021164021165,12.546897546897547,21.355459355459356,Very High (Priority Intervention)
Jharkhand,West Singhbhum,6848.0,131186.0,59305.0,19.156834112149532,8.660192757009346,13.90851343457944,Very High (Priority Intervention)
Karnataka,Bagalkot,7142.0,77134.0,52661.0,10.800056006720807,7.373424810977317,9.086740408849062,Very High (Priority Intervention)
Karnataka,Bagalkot *,249.0,1725.0,1196.0,6.927710843373494,4.803212851405623,5.865461847389558,Very High (Priority Intervention)
Karnataka,Ballari,2781.0,37360.0,24399.0,13.434016540812657,8.77346278317152,11.103739661992089,Very High (Priority Intervention)
Karnataka,Bangalore,7016.0,198979.0,51842.0,28.360746864310148,7.389110604332953,17.87492873432155,Very High (Priority Intervention)
Karnataka,Bangalore Rural,2644.0,38035.0,48234.0,14.385400907715583,18.242813918305597,16.31410741301059,Very High (Priority Intervention)
Karnataka,Belagavi,7805.0,79001.0,54321.0,10.121844971172326,6.959769378603459,8.540807174887892,Very High (Priority Intervention)
Karnataka,Belgaum,6743.0,111069.0,63022.0,16.471748479905088,9.346285036333976,12.909016758119531,Very High (Priority Intervention)
Karnataka,Bellary,4220.0,68247.0,27380.0,16.17227488151659,6.488151658767772,11.330213270142181,Very High (Priority Intervention)
Karnataka,Bengaluru,30980.0,297075.0,303924.0,9.589251129761136,9.810329244673984,9.699790187217559,Very High (Priority Intervention)
Karnataka,Bengaluru Rural,2790.0,10.0,79.0,0.0035842293906810036,0.028315412186379927,0.015949820788530467,Low (Stable Region)
Karnataka,Bengaluru South,203.0,146.0,3714.0,0.7192118226600985,18.295566502463053,9.507389162561577,Very High (Priority Intervention)
Karnataka,Bengaluru Urban,23074.0,0.0,0.0,0.0,0.0,0.0,Low (Stable Region)
Karnataka,Bidar,4920.0,79708.0,43059.0,16.20081300813008,8.751829268292683,12.476321138211382,Very High (Priority Intervention)
Karnataka,Bijapur,4231.0,55110.0,30382.0,13.025289529662018,7.180808319546206,10.103048924604112,Very High (Priority Intervention)
Karnataka,Bijapur(Kar),3.0,13.0,1.0,4.333333333333333,0.3333333333333333,2.333333333333333,Very High (Priority Intervention)
Karnataka,Chamarajanagar,249.0,1845.0,1110.0,7.409638554216867,4.457831325301205,5.933734939759036,Very High (Priority Intervention)
Karnataka,Chamarajanagar *,23.0,62.0,56.0,2.6956521739130435,2.4347826086956523,2.5652173913043477,Very High (Priority Intervention)
Karnataka,Chamrajanagar,2227.0,28965.0,15211.0,13.006286484059272,6.8302649303996406,9.918275707229457,Very High (Priority Intervention)
Karnataka,Chamrajnagar,380.0,2252.0,1936.0,5.926315789473684,5.094736842105263,5.510526315789473,Very High (Priority Intervention)
Karnataka,Chickmagalur,1231.0,21919.0,10484.0,17.805848903330624,8.516653127538586,13.161251015434605,Very High (Priority Intervention)
Karnataka,Chikkaballapur,3152.0,41933.0,36221.0,13.303616751269036,11.491434010152284,12.397525380710661,Very High (Priority Intervention)
Karnataka,Chikkamagaluru,1151.0,15176.0,11089.0,13.185056472632494,9.634231103388357,11.409643788010426,Very High (Priority Intervention)
Karnataka,Chikmagalur,154.0,1385.0,712.0,8.993506493506494,4.623376623376624,6.808441558441559,Very High (Priority Intervention)
Karnataka,Chitradurga,4413.0,61227.0,47341.0,13.874235214140041,10.727622932245637,12.30092907319284,Very High (Priority Intervention)
Karnataka,Dakshina Kannada,6505.0,78051.0,56402.0,11.998616448885473,8.670561106840891,10.334588777863182,Very High (Priority Intervention)
Karnataka,Davanagere,483.0,6251.0,3186.0,12.942028985507246,6.596273291925466,9.769151138716357,Very High (Priority Intervention)
Karnataka,Davangere,4813.0,89432.0,33773.0,18.58134219821317,7.017037190941201,12.799189694577187,Very High (Priority Intervention)
Karnataka,Dharwad,5103.0,87821.0,55119.0,17.20968058005095,10.801293356848912,14.005486968449931,Very High (Priority Intervention)
Karnataka,Gadag,4457.0,40725.0,28744.0,9.137312093336325,6.449181063495625,7.793246578415975,Very High (Priority Intervention)
Karnataka,Gadag *,145.0,1340.0,847.0,9.241379310344827,5.841379310344828,7.541379310344828,Very High (Priority Intervention)
Karnataka,Gulbarga,4356.0,64465.0,23699.0,14.799127640036732,5.4405417814508725,10.119834710743802,Very High (Priority Intervention)
Karnataka,Hasan,993.0,9682.0,8568.0,9.750251762336354,8.628398791540786,9.18932527693857,Very High (Priority Intervention)
Karnataka,Hassan,2494.0,47012.0,38846.0,18.850040096230956,15.575781876503608,17.212910986367284,Very High (Priority Intervention)
Karnataka,Haveri,4242.0,68328.0,57630.0,16.107496463932108,13.585572842998586,14.846534653465348,Very High (Priority Intervention)
Karnataka,Haveri *,117.0,1417.0,964.0,12.11111111111111,8.239316239316238,10.175213675213675,Very High (Priority Intervention)
Karnataka,Kalaburagi,4782.0,70137.0,40220.0,14.666875784190715,8.410706817231285,11.538791300711,Very High (Priority Intervention)
Karnataka,Kodagu,1211.0,17305.0,11481.0,14.289843104872007,9.480594549958711,11.88521882741536,Very High (Priority Intervention)
Karnataka,Kolar,4186.0,64283.0,47265.0,15.356665074056378,11.291208791208792,13.323936932632584,Very High (Priority Intervention)
Karnataka,Koppal,5451.0,59812.0,43399.0,10.972665565951202,7.961658411300679,9.46716198862594,Very High (Priority Intervention)
Karnataka,Mandya,3594.0,65779.0,40261.0,18.302448525319978,11.202281580411798,14.752365052865887,Very High (Priority Intervention)
Karnataka,Mysore,3073.0,54518.0,21231.0,17.740969736413927,6.908883826879271,12.3249267816466,Very High (Priority Intervention)
Karnataka,Mysuru,4361.0,54589.0,37185.0,12.517541848199954,8.52671405640908,10.522127952304517,Very High (Priority Intervention)
Karnataka,Raichur,9779.0,110877.0,48164.0,11.338275897331016,4.92524798036609,8.131761938848554,Very High (Priority Intervention)
Karnataka,Ramanagar,2949.0,40922.0,34834.0,13.876568328246863,11.812139708375721,12.844354018311293,Very High (Priority Intervention)
